freq,c_dest,purpose,duration,tra_mode,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	20135 u	21488 u	42626 	27967 	35593 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	77599 u	74374 u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	420898 	585487 	1426820 	1724789 e	2306355 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	84479 u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	33239 u	38092 u	28782 u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5210 u	11422 u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	9513 	3412 u	5947 u	8784 u	4440 u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	28299 	86140 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	106262 	89938 	75014 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	25849 	48842 	36253 	39710 	59545 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	41857 u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	33098 u	51018 u	34603 u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_OCC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_OCC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_OCC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	15781 u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_OCC,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5210 u	11422 u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_OCC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_REG,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	35596 u	35098 u	37133 u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_REG,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_REG,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	24562 u	22311 u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,BUS_REG,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	24173 u	62502 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	13665 u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	171533 	354430 	495352 	773569 	751093 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	122854 	186390 	343475 	408665 	515966 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	37347 u	144904 	126228 	146427 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	147570 u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	138634 u	164461 u	207817 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1847957 	2030477 	4285086 	7461694 	6821949 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	193803 u	: u	197579 	196588 	385139 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	3488243 	4464198 	9201577 	13062271 	12600686 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	41691 u	30842 u	56391 u	65448 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	59104 	83280 	163039 	133959 	115838 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	150382 	167145 	420091 	451328 	471385 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	4090537 	5438314 	10215451 	14158688 e	14969252 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	83549 u	: u	245941 	189814 	201856 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	360529 	440393 	851151 	922906 	1149069 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	55044 	130191 	173333 	221014 	238698 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	62367 	129513 	203023 	241886 	270500 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	60696 	117290 	155652 	269656 	326559 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	301451 u	600902 u	465879 u	450636 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	31375 	4972 u	30197 	29727 	21312 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	28995 	49011 	71970 	68729 	85390 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	42298 u	74911 	52772 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	28299 	86140 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	225933 	330460 	1022009 	1066609 	906917 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	117357 	143074 	123021 	120634 	153641 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	13798 u	13887 u	21843 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	40171 u	69911 u	71905 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	172162 u	496554 u	: u	: 	1133137 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	157886 	223167 	386227 	336505 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	67305 u	67452 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	192410 	211777 u	530592 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	202980 	223484 e	530592 u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,LAND_OTH,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	146171 	293497 	346710 	574117 	533455 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	65090 	141984 	254710 	291920 	374581 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	92045 	74718 u	83340 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	95298 u	117635 u	124039 u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1160756 u	1200669 u	1937729 	3876499 	2291493 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	151578 u	: u	143171 u	133442 u	259179 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2280958 	3027222 	5205543 	7431840 	5724757 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	23427 u	: u	30493 u	26105 u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	38969 	61500 	118792 	105992 	80245 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	130276 u	157434 	361825 	346212 	371007 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	2709204 	3846270 	5852233 	8108732 e	7371249 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	68800 u	: u	174594 u	128927 u	147408 u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	187964 u	220517 u	340674 	334585 	392268 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	42876 u	115055 	140094 	178647 	202389 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	60181 	129513 	197145 	228430 	270500 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	47328 	95537 u	127564 u	238544 u	174744 u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	244741 u	470710 u	254268 u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	12469 	1021 u	20216 	20643 	16872 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	23819 	45560 	61593 	56013 	74101 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	31796 u	50850 u	29164 u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	161014 	234664 	589602 	574129 	467345 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	88705 	83631 	63287 	72279 	81353 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	14120 u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	453913 u	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: u	139328 	179164 	310943 	290244 
A,NEU27_2020_FOR,TOTAL,N_GE4,PRDMV_PAS_X_BUS,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	40917 u	60233 u	55105 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	57528 u	85181 	91311 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	1111470 u	918076 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	523416 	633926 	1344527 	2023392 	2015750 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	546915 	645076 	1431322 	2120771 e	2334303 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	155796 u	162473 u	417459 	439093 	534842 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	9251 	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: u	64746 u	254780 	260233 	269577 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: u	6321 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RAIL,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	146171 	295451 	346710 	576572 	546671 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	84943 	144808 	261245 	304655 	390911 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	93328 	74718 u	83340 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	100000 u	117635 u	129544 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	1392976 u	1407014 u	3044557 	5569904 	4371269 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	155614 u	: u	143171 u	147499 u	292780 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	2593318 	3314985 	6480590 	9394573 	8105983 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	: u	23427 u	: u	31767 u	30451 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	38969 	61793 	120413 	105992 	80245 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	130560 u	157434 	368275 	363801 	378734 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	3056586 	4151435 	7154328 	10089644 e	9798002 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	76528 u	: u	200764 	143887 u	162814 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	197946 u	254964 u	394412 	401725 	518046 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	45756 u	116770 	140094 	181751 	206291 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	60181 	129513 	197145 	228430 	270500 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	48332 	95537 u	127564 u	238544 u	199625 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	: u	255108 u	470710 u	254268 u	: u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	12611 	1560 u	20216 	20643 	16872 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	24355 	46141 	63457 	58999 	76424 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	31796 u	50850 u	29164 u
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	171930 	254752 	653348 	700270 	543227 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 
A,NEU27_2020_FOR,TOTAL,N_GE4,RDMV_PAS_X_BUS,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	89095 	93220 	84350 	75126 	87775 
