freq,c_dest,unit,purpose,duration,accommod,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,WORLD,NR,PER,N_GE4,R_APT,SI	: 	: 	: 	: 	: 	: 	: 	: 	2619307 	3920076 	5003065 	4996917 	5508134 
A,WORLD,NR,PER,N_GE4,R_APT,SK	: 	: 	: 	: 	: 	: 	: 	: 	1660122 	2173158 	2196574 	3578299 	4678624 
A,WORLD,NR,PER,N_GE4,R_CAMP,AL	: 	: 	: 	: 	: 	221803 	: 	: u	187241 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_CAMP,AT	3554888 	3330229 	2666769 	3244330 	3648964 	3472730 	2958845 	3714244 	2240725 	3140847 	5291668 	8366892 	7882475 
A,WORLD,NR,PER,N_GE4,R_CAMP,BE	4487388 	6715426 	5792437 	9730559 	7389804 	6699464 b	8237948 	8653130 	5155296 	6469393 	7273835 	7814220 	10460728 
A,WORLD,NR,PER,N_GE4,R_CAMP,BG	2067342 b	2000599 	: u	: u	226206 u	513837 u	: u	400372 u	: u	: u	235771 u	467243 u	285053 u
A,WORLD,NR,PER,N_GE4,R_CAMP,CH	8349842 	5593109 	6489804 	6036770 	11440595 	11143732 	8326219 	9865771 	6080930 	4890826 	11123273 	: 	: 
A,WORLD,NR,PER,N_GE4,R_CAMP,CY	: u	19055 bu	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,WORLD,NR,PER,N_GE4,R_CAMP,CZ	5418669 	3754563 	4440069 	4351811 	4818688 	5125726 	4022462 	5035297 	3700676 	3771171 	4438185 	4216617 	4451444 
A,WORLD,NR,PER,N_GE4,R_CAMP,DE	64549585 	61144150 	67042922 	83554515 	72249669 	69655136 	101079974 	100341476 	53081570 	71122420 	86459978 	83863694 	120027515 
A,WORLD,NR,PER,N_GE4,R_CAMP,DK	6703543 	5271044 b	6355950 	5127450 	4483518 	4456508 	4767933 	10005075 	3925585 	2964509 	3350490 	4333325 	6322018 
A,WORLD,NR,PER,N_GE4,R_CAMP,EA20	241368765 	245329902 	239786420 	253006522 	237662942 	200861652 	237475234 	237383921 	163809337 	210205725 	251903986 	230432620 	265501924 
A,WORLD,NR,PER,N_GE4,R_CAMP,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,WORLD,NR,PER,N_GE4,R_CAMP,EL	627031 	661514 	1012824 	513681 	598069 	573421 	680595 	791665 	179356 u	565944 	634998 	759363 	513101 
A,WORLD,NR,PER,N_GE4,R_CAMP,ES	9819441 	8387991 	8750417 	6508061 b	9128372 	9618518 	9726859 	9546191 	5833835 	10108581 	11638879 	12494703 	11794030 
A,WORLD,NR,PER,N_GE4,R_CAMP,EU27_2020	268043055 e	264697385 e	260658638 	272890076 	257244378 	229264093 	261969992 	268537430 	183530869 	232432382 	279396834 	258313289 e	288955603 
A,WORLD,NR,PER,N_GE4,R_CAMP,FI	1278050 bu	1343086 	942937 u	939804 u	1443490 u	827626 u	1629088 	1682039 	2430513 	1671165 	2624475 	1897710 	1767953 
A,WORLD,NR,PER,N_GE4,R_CAMP,FR	87462440 	86292695 	86874708 	81291901 	76748261 	82552169 	86783663 	81242737 	61667541 	73191842 	79704094 	65698260 	64637916 
A,WORLD,NR,PER,N_GE4,R_CAMP,HR	: u	482796 u	: u	: u	: u	: u	: u	: u	: u	: u	634658 u	387752 u	843536 u
A,WORLD,NR,PER,N_GE4,R_CAMP,HU	798358 	697602 	756201 	674099 	1102855 	1524994 	1851169 	1916573 	923688 	1104147 	1640324 	1243800 	1428940 
A,WORLD,NR,PER,N_GE4,R_CAMP,IE	2379523 	2767396 	2839617 	2308299 	2145670 	3090449 	2612101 	3947169 	723804 	612548 	3185997 	2700715 	3804457 
A,WORLD,NR,PER,N_GE4,R_CAMP,IT	17059296 	21761328 	12920356 b	15366138 	12201030 u	10706517 	9025070 	13601554 	9630024 	8510896 	14760440 	8118248 	8133536 
A,WORLD,NR,PER,N_GE4,R_CAMP,LT	300001 	180494 	207274 	167263 	212234 	134515 	121428 u	78415 	: u	52734 u	34715 u	109548 	50044 u
A,WORLD,NR,PER,N_GE4,R_CAMP,LU	177303 	245756 	253834 	217635 	325206 	370865 	313871 	456760 	307861 	331534 	610457 	495759 	562328 
A,WORLD,NR,PER,N_GE4,R_CAMP,LV	199212 u	: u	462961 u	471557 u	219468 u	: u	: u	: u	: u	: u	: u	343406 u	: u
A,WORLD,NR,PER,N_GE4,R_CAMP,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_CAMP,MK	: 	: 	: 	: 	: 	: 	: 	56255 u	: u	: u	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_CAMP,MT	: 	: 	: 	: 	: 	: 	: 	39212 u	: u	: u	: u	57581 u	: u
A,WORLD,NR,PER,N_GE4,R_CAMP,NL	43336801 b	48650206 	46595374 	45463498 	48687592 	10270167 	10256962 	8222108 	19592165 	31305141 	35408322 	33537549 	30658492 
A,WORLD,NR,PER,N_GE4,R_CAMP,NO	: 	3544909 	2764315 	2990972 	3888098 	4272962 	4524504 	: 	: 	5000256 	3757045 	5539864 	4769180 
A,WORLD,NR,PER,N_GE4,R_CAMP,PL	8083120 	4047086 	5301218 b	5329894 	4522805 	5771940 	5522868 	5065770 	3429004 	6212966 	5012040 	4220520 	4494098 
A,WORLD,NR,PER,N_GE4,R_CAMP,PT	3101723 	746045 	619530 	680152 	161521 u	210976 u	1112526 	1754344 	1142720 	678771 	1290968 	1201740 	1083322 
A,WORLD,NR,PER,N_GE4,R_CAMP,RO	498753 	467684 	807547 	859185 	577061 	926142 	947770 	505850 	225206 u	372796 u	556482 	587783 	395809 
A,WORLD,NR,PER,N_GE4,R_CAMP,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_CAMP,SE	: 	: 	3079058 	3439938 	3850303 	10083294 	7228930 	8224572 	7176553 	7553459 	12259556 	: 	6076318 u
A,WORLD,NR,PER,N_GE4,R_CAMP,SI	2015845 	2081500 	1532979 	1835783 	2108131 	1848317 	1926942 	1987702 	1211914 	1559921 	1930749 	1926316 	2582115 
A,WORLD,NR,PER,N_GE4,R_CAMP,SK	664564 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,WORLD,NR,PER,N_GE4,R_CAMP,UK	101204857 	140838191 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_HOT,AL	: 	: 	: 	: 	: 	1726758 	: 	3509636 	3022453 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_HOT,AT	39073350 	38786840 	35826929 	35361115 	35619977 	38285509 	37976639 	39536129 	13965133 	22946345 	40259159 	44699307 	49966373 
A,WORLD,NR,PER,N_GE4,R_HOT,BE	24382258 	30565340 	26982945 	24998561 	34319023 	29360626 b	34052569 	32586139 	11567906 	13751108 	29268808 	29241048 	38351213 
A,WORLD,NR,PER,N_GE4,R_HOT,BG	2830238 b	4222643 	4334025 	3233347 	3868296 	5919322 	6617839 	5906313 	2956886 	3987127 	5790132 	7225196 	7787994 
A,WORLD,NR,PER,N_GE4,R_HOT,CH	34210679 	39959715 	38268483 	39013246 	42305619 	41297812 	39411403 	36649345 	21593023 	21154959 	35116573 	: 	: 
A,WORLD,NR,PER,N_GE4,R_HOT,CY	2383575 b	3048026 b	2911535 	2538394 	2765755 	3310554 	3440958 	3584090 	1053104 	1383664 	3177948 	4273500 	4399001 
A,WORLD,NR,PER,N_GE4,R_HOT,CZ	32250155 	31388391 	26750451 	26799940 	29293234 	33521354 	33353460 	32409572 	15854645 	18652076 	33053998 	38733712 	37204976 
A,WORLD,NR,PER,N_GE4,R_HOT,DE	408603903 	398152412 	417460109 	387777845 	405403975 	432140701 	488013565 	467037708 	136679276 	208830951 	391859710 	425725608 	430537411 
A,WORLD,NR,PER,N_GE4,R_HOT,DK	22748065 	23590769 b	23864410 	26602802 	23706708 	26876107 	23477171 	27806641 	13963987 	8521149 	13642396 	17628299 	28847764 
A,WORLD,NR,PER,N_GE4,R_HOT,EA20	871807207 	850680177 	849950311 	803784429 	857207052 	902475380 	996140265 	993703346 	327078174 	471177052 	868599667 	933054484 	964960607 
A,WORLD,NR,PER,N_GE4,R_HOT,EE	2531801 	2813756 	2979097 	2622226 	2689601 	3163471 	4891354 	3976860 	1490622 	1872719 	3203327 	3698453 	3635209 
A,WORLD,NR,PER,N_GE4,R_HOT,EL	4616190 	4944295 	5781770 	5317753 	4805253 	5589472 	6432302 	5761596 	4232236 	6343101 	7798292 	7875085 	8208247 
A,WORLD,NR,PER,N_GE4,R_HOT,ES	73823583 	73869301 	72351016 	74447219 b	79954885 	82452943 	85975365 	87402717 	25241402 	44360144 	81636042 	83412975 	87217335 
A,WORLD,NR,PER,N_GE4,R_HOT,EU27_2020	1041642505 e	1032425243 e	1015589231 	975974772 	1040499175 	1128408749 	1220674407 	1229989936 	432403124 	592301373 	1082712568 	1174063909 e	1250629969 
A,WORLD,NR,PER,N_GE4,R_HOT,FI	21028537 b	22544365 	21613258 	21737866 	22587446 	24260803 	25892700 	28359876 	9093465 	5543294 	20195107 	19515857 	19353579 
A,WORLD,NR,PER,N_GE4,R_HOT,FR	112553110 	114795305 	116673686 	100530155 	104390024 	106780569 	112565752 	111922451 	48637731 	62437452 	103492915 	118454295 	123650046 
A,WORLD,NR,PER,N_GE4,R_HOT,HR	4356395 	5169671 	4254384 	4903454 	2130225 	2270013 	2167398 	2420988 	948963 	2002356 	3382896 	3976616 	4343915 
A,WORLD,NR,PER,N_GE4,R_HOT,HU	12377101 	12221176 	13447503 	12972581 	14290588 	14804891 	15552051 	18165390 	7256095 	8282386 	14452512 	19225756 	20833717 
A,WORLD,NR,PER,N_GE4,R_HOT,IE	12747161 	12529990 	14240769 	13824592 	14759524 	14863679 	16816353 	17901102 	8828217 	4681793 	17025391 	19748748 	21560141 
A,WORLD,NR,PER,N_GE4,R_HOT,IT	68830886 	59075499 	44995887 b	34646467 	55771133 	56724334 	65806688 	70899813 	25922213 	39685244 	58885131 	52883847 	53219019 
A,WORLD,NR,PER,N_GE4,R_HOT,LT	3122490 	3323609 	3363632 	3398653 	3770723 	4257241 	4688729 	4767903 	1053678 	1755686 	4513116 	5128486 	5578076 
A,WORLD,NR,PER,N_GE4,R_HOT,LU	3580738 	3496448 	3974294 	3977424 	3985713 	4617412 	4756924 	4632795 	2096475 	2847589 	5409334 	5358752 	6024064 
A,WORLD,NR,PER,N_GE4,R_HOT,LV	1965322 	2278495 	3312654 	2215439 	1950952 	2564634 	1929599 	3121728 	773433 u	1189969 	2339280 	3764894 	3945331 
A,WORLD,NR,PER,N_GE4,R_HOT,ME	: 	: 	: 	: 	647827 	640906 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_HOT,MK	: 	: 	: 	: 	: 	: 	: 	607022 	149059 u	339954 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_HOT,MT	1006001 	998053 	1308363 b	1378958 	1449833 	1487424 	1723568 	1626458 	371622 	517228 	1400511 	1668555 	1926521 
A,WORLD,NR,PER,N_GE4,R_HOT,NL	65350017 b	55496557 	56349373 	60209712 	60431230 	65472419 	69930707 	71930317 	21386413 	30273117 	64380071 	70516495 	67600430 
A,WORLD,NR,PER,N_GE4,R_HOT,NO	: 	26663652 	29947397 	27779648 	26766655 	28194784 	23254194 	: 	: 	6778664 	21356781 	17488070 	21148774 
A,WORLD,NR,PER,N_GE4,R_HOT,PL	52225990 	66011486 	54227021 b	59350870 	64708788 	69281683 	75619764 	81819448 	43545446 	54282045 	75545299 	82333422 	86020356 
A,WORLD,NR,PER,N_GE4,R_HOT,PT	5913927 	6248817 	5822009 	9073164 	6817380 	8682346 	10108306 	14142480 	8363585 	11468662 	15043461 	12564390 	13354876 
A,WORLD,NR,PER,N_GE4,R_HOT,RO	13919427 	10563110 	9805653 	10328993 	10118896 	12149466 	13666251 	16459203 	7114565 	13196287 	16552551 	18307946 	21983644 
A,WORLD,NR,PER,N_GE4,R_HOT,RS	: 	: 	: 	: 	: 	: 	2060714 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_HOT,SE	: 	: 	33209858 	32901810 	37305613 	63380546 	56247605 	53720023 	14633327 	14203252 	55076014 	: 	82990911 
A,WORLD,NR,PER,N_GE4,R_HOT,SI	3069567 	2504054 	2527215 	2998331 	2994769 	2964794 	3486038 	3152459 	1528173 	2663604 	3440599 	4240336 	4687768 
A,WORLD,NR,PER,N_GE4,R_HOT,SK	12868395 	10039345 b	7221385 	11827102 	10609630 	13226436 	15484751 	18939738 	3844530 	6623028 	11888569 	16307237 	17402049 
A,WORLD,NR,PER,N_GE4,R_HOT,UK	199880590 	225478579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_OTH,AL	: 	: 	: 	: 	: 	2796029 	: 	3027999 	142554 u	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_OTH,AT	14553216 	16198139 	17602295 	17475719 	18259448 	19488072 	16566421 	16711236 	3676227 	4806121 	7004115 	4620042 	5690438 
A,WORLD,NR,PER,N_GE4,R_OTH,BE	21753530 	21797442 	26151909 	24308135 	25244574 	19221898 b	24005878 	24783615 	: 	1440442 	1905623 	3807888 	3126365 
A,WORLD,NR,PER,N_GE4,R_OTH,BG	1054222 b	2146691 	2859985 	2867294 	3063630 	3913829 	3289459 	3385114 	375806 u	511950 	775648 	909920 	903201 
A,WORLD,NR,PER,N_GE4,R_OTH,CH	20096750 	20955175 	24431656 	25995884 	28581644 	28374423 	30929828 	31019878 	3648599 u	2331379 u	3253984 	: 	: 
A,WORLD,NR,PER,N_GE4,R_OTH,CY	2864359 b	1944824 b	2225356 	2381354 	2428187 	2377280 	1536578 	2383216 	1054931 u	954188 u	: u	168059 u	158849 u
A,WORLD,NR,PER,N_GE4,R_OTH,CZ	10979984 	12425517 	11476051 	12289432 	14922153 	14907907 	15542179 	15120424 	1684478 	1890286 	2873879 	3336354 	2626709 
A,WORLD,NR,PER,N_GE4,R_OTH,DE	191652430 	202925109 	212750677 	206529098 	225583602 	211461119 	238554024 	225607832 	11988873 u	10834047 u	25779859 	19317316 	37481298 
A,WORLD,NR,PER,N_GE4,R_OTH,DK	7551701 	8912743 b	8634733 	8814554 	8445319 	11965602 	13941120 	27367073 	2216986 u	1417642 u	3785742 u	2619944 	4570706 
A,WORLD,NR,PER,N_GE4,R_OTH,EA20	712253341 	711715225 	719882169 	677654262 	706419975 	712594488 	748477867 	732976738 	94803686 	111314604 	156886325 	151958916 	165238146 
A,WORLD,NR,PER,N_GE4,R_OTH,EE	: u	285893 u	332149 	935769 	692314 	1018010 	1165228 	1353616 	: u	: u	: u	: u	: u
A,WORLD,NR,PER,N_GE4,R_OTH,EL	4506638 	3995731 	4377282 	4475237 	3809018 	3267617 	4971627 	5754654 	133385 u	: u	228796 u	297744 u	234387 u
A,WORLD,NR,PER,N_GE4,R_OTH,ES	72348730 	70719382 	65293444 	57175765 b	59536461 	66821668 	66877903 	66842283 	7277146 	8565603 	12351586 	11478511 	13905150 
A,WORLD,NR,PER,N_GE4,R_OTH,EU27_2020	800830384 e	827954304 e	820568202 	778975759 	820904845 	858162084 	897947304 	895858912 	126144880 	152320977 	205881869 	200170582 e	220339752 
A,WORLD,NR,PER,N_GE4,R_OTH,FI	13172862 b	12782047 	11055140 	10086832 	9158955 	13390015 	15026109 	13216540 	1352799 	3271735 	3150943 	5057134 	3784649 
A,WORLD,NR,PER,N_GE4,R_OTH,FR	210489294 	217523681 	227117039 	204018770 	208474745 	211732432 	212817070 	204764626 	45024878 	48272631 	60594749 	55808190 	51422598 
A,WORLD,NR,PER,N_GE4,R_OTH,HR	6660730 	4859225 	3449070 	4629257 	2860558 	4057592 	4087936 	4551854 	: u	455639 u	523413 u	761368 u	770013 u
A,WORLD,NR,PER,N_GE4,R_OTH,HU	5534858 	5367269 	5340649 	4884939 	5434613 	6263745 	7670258 	8278645 	423338 	446409 	634427 	1256481 	1194680 
A,WORLD,NR,PER,N_GE4,R_OTH,IE	14068134 	13814691 	12786831 	12697141 	14512097 	15666581 	13408503 	16295466 	1069999 	708945 	3732582 	2440658 	3729762 
A,WORLD,NR,PER,N_GE4,R_OTH,IT	70113939 	55903596 	51850147 b	49523673 	42906097 	55489361 	60129256 	57078090 	18478542 	22237682 	21192314 	23992762 	27069632 
A,WORLD,NR,PER,N_GE4,R_OTH,LT	2588663 	2058841 	2179951 	2189849 	1998308 	2427561 	2731150 	2188417 	642780 	665357 	802162 	804884 	608829 
A,WORLD,NR,PER,N_GE4,R_OTH,LU	1179945 	1323983 	1565843 	1566800 	1608059 	2248588 	2141207 	2047152 	: u	103241 u	208232 u	231898 u	188694 u
A,WORLD,NR,PER,N_GE4,R_OTH,LV	336484 u	345423 u	645816 u	545778 u	688666 u	720227 u	585472 u	927204 u	: u	364985 u	650996 u	430859 u	469555 u
A,WORLD,NR,PER,N_GE4,R_OTH,ME	: 	: 	: 	: 	677932 	681065 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_OTH,MK	: 	: 	: 	: 	: 	: 	: 	762652 	: u	: u	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_OTH,MT	304465 	290861 	265436 b	275165 	464881 	653203 	778274 	852007 	47984 u	44296 u	129033 	218014 	163825 
A,WORLD,NR,PER,N_GE4,R_OTH,NL	72047643 b	70497242 	68893238 	65752658 	69525454 	66177359 	65630636 	68853999 	710796 u	5915295 	11798106 	16143543 	10085002 
A,WORLD,NR,PER,N_GE4,R_OTH,NO	: 	15217071 	17649323 	15717552 	16672535 	15351309 	12279920 	: 	: 	1193861 u	1691331 	2049824 	1122987 u
A,WORLD,NR,PER,N_GE4,R_OTH,PL	46929180 	67454553 	53099727 b	56044074 	65933312 	68041401 	70613931 	76399619 	20683168 	30163488 	35178621 	34324984 	35453607 
A,WORLD,NR,PER,N_GE4,R_OTH,PT	371354 	4104442 	1542903 	1438359 	6501772 	6315307 	5037402 	4584677 	523226 	539767 	678645 	864387 	691395 
A,WORLD,NR,PER,N_GE4,R_OTH,RO	: u	3455365 	3060443 	3421311 	3603281 	3745645 	3824132 	5066514 	3670027 	5117061 	4490239 	4450416 	4492876 
A,WORLD,NR,PER,N_GE4,R_OTH,RS	: 	: 	: 	: 	: 	: 	729503 u	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,R_OTH,SE	: 	: 	16214445 	12999892 	13082561 	36729467 	34588358 	27264784 	2287391 u	1459537 u	: u	: 	: u
A,WORLD,NR,PER,N_GE4,R_OTH,SI	4200820 	4219412 	4290148 	4806444 	5120172 	4718077 	5337288 	5707448 	: u	329573 	483684 	450007 	537649 
A,WORLD,NR,PER,N_GE4,R_OTH,SK	8594603 	6125263 b	5507493 	6842460 	7046605 	5342521 	7089906 	8472808 	2224541 	1609279 	4603325 	4923344 	5009327 
A,WORLD,NR,PER,N_GE4,R_OTH,UK	36028765 	36436603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOTAL,AL	: 	: 	: 	: 	: 	17762688 	: 	21534755 	11302353 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOTAL,AT	74500769 	73778202 	73662566 	73389160 	78509959 	79775499 	77271494 	80266713 	39688334 	59243683 	93047762 	106975885 	111992205 
A,WORLD,NR,PER,N_GE4,TOTAL,BE	63908769 	82213352 	82033429 	81622473 	92533924 	82266848 b	99751616 	101511514 	54583196 	77080997 	103943979 	114021040 	132512321 
A,WORLD,NR,PER,N_GE4,TOTAL,BG	10779255 b	13799368 	11472589 	9970590 	11507580 	15819519 	16309525 	15555708 	8519239 	8486553 	13003673 	15336363 	15434206 
A,WORLD,NR,PER,N_GE4,TOTAL,CH	99551154 	103505736 	105338126 	110558374 	120228940 	126107932 	123140999 	120035899 	79220028 	77621374 	109951241 	: 	: 
A,WORLD,NR,PER,N_GE4,TOTAL,CY	13463512 b	13796552 b	15346920 	12462790 	13446555 	13832674 	11741304 	12941700 	7409520 	6380201 	9901221 	12170537 	13835670 
A,WORLD,NR,PER,N_GE4,TOTAL,CZ	93236107 	90585076 	92377376 	86479717 	97165843 	100983694 	96998958 	104229063 	73030118 	83282987 	97299494 	93618361 	91649428 
A,WORLD,NR,PER,N_GE4,TOTAL,DE	911020303 	967269175 	963528808 	972596626 	1006428055 	1014209923 	1151408110 	1101298644 	592603495 	698315634 	1036077917 	1103496458 	1223326176 
A,WORLD,NR,PER,N_GE4,TOTAL,DK	65245079 	63742058 b	71514386 	75053120 	63982652 	64367996 	62332562 	94953542 	58045042 	41533614 	55301553 	56863831 	89131359 
A,WORLD,NR,PER,N_GE4,TOTAL,EA20	3314079936 	3403685597 	3316967296 	3186370876 	3245968357 	3289400876 	3506791223 	3451261603 	2170667563 	2569562237 	3324476047 	3487888773 	3633710973 
A,WORLD,NR,PER,N_GE4,TOTAL,EE	7155965 	6444995 	7172837 	7905051 	6857844 	7480367 	10741462 	9053810 	4030099 	4907451 	6667554 	8642514 	9886212 
A,WORLD,NR,PER,N_GE4,TOTAL,EL	44599434 	52475517 	56414875 	51461570 	49745677 	55779104 	62644738 	57966249 	53276739 	56065572 	63163281 	61100105 	64187172 
A,WORLD,NR,PER,N_GE4,TOTAL,ES	423756813 	441608292 	415204041 	392819834 b	416621598 	417041769 	412759449 	419112074 	282301507 	343984553 	415531716 	435570163 	450984293 
A,WORLD,NR,PER,N_GE4,TOTAL,EU27_2020	3878119203 e	3969811136 e	3910862888 	3774679740 	3865937663 	4040296425 	4224367593 	4227877014 	2662589908 	3123281040 	4054678235 	4237099609 e	4445155307 
A,WORLD,NR,PER,N_GE4,TOTAL,FI	71757293 b	73304983 	70734936 	70177640 	71182942 	74245050 	76012502 	85208157 	78141069 	75182328 	91931716 	89986121 	93683597 
A,WORLD,NR,PER,N_GE4,TOTAL,FR	967687061 	984998638 	993640088 	886194133 	868617233 	856792608 	876985380 	832687940 	651702464 	713840978 	791518126 	833729928 	817741158 
A,WORLD,NR,PER,N_GE4,TOTAL,HR	31332627 	35921826 	30063978 	31954094 	19160048 	22575208 	20233246 	22916343 	15613692 	19428151 	20441429 	24067732 	23992398 
A,WORLD,NR,PER,N_GE4,TOTAL,HU	41922324 	39432892 	41264635 	40838938 	40559030 	40648258 	45024218 	50707735 	23135015 	25572511 	36335905 	43452759 	43605991 
A,WORLD,NR,PER,N_GE4,TOTAL,IE	46481655 	45602652 	45688427 	44822637 	47702279 	48594359 	50835572 	56325416 	19600019 	19268844 	53111485 	55537868 	67018885 
A,WORLD,NR,PER,N_GE4,TOTAL,IT	312023738 	286180426 	240167721 b	228071580 	233790864 	246076287 	275612383 	273410964 	156591782 	202144426 	241589354 	218430392 	215728473 
A,WORLD,NR,PER,N_GE4,TOTAL,LT	13102319 	14398487 	12416025 	12879392 	13049680 	13267037 	14243831 	14411764 	5641526 	6461348 	12096473 	13641032 	14775155 
A,WORLD,NR,PER,N_GE4,TOTAL,LU	8897463 	8688922 	9001999 	8974423 	9248910 	13384405 	12749095 	12349872 	9606354 	12609336 	18200685 	17503278 	18105575 
A,WORLD,NR,PER,N_GE4,TOTAL,LV	8936419 	8360430 	11350019 	7682153 	8682204 	8177945 	7103576 	8582022 	4719239 	6693399 	9088691 	10789269 	9851631 
A,WORLD,NR,PER,N_GE4,TOTAL,ME	: 	: 	: 	: 	6772362 	5087922 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	2840384 	943370 	1989231 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOTAL,MT	2058600 	2172676 	2119645 b	2119506 	2478340 	2810529 	3213059 	3170919 	1339078 	1919410 	3084376 	3805061 	4533212 
A,WORLD,NR,PER,N_GE4,TOTAL,NL	231533608 b	220412215 	215337501 	218418149 	226146952 	243078029 	246555271 	250784182 	128406609 	186036566 	259475868 	270647612 	252088592 
A,WORLD,NR,PER,N_GE4,TOTAL,NO	: 	66237742 	82674613 	73874326 	74193762 	79140013 	74929455 	: 	: 	63266033 	89159118 	84748900 	88027112 
A,WORLD,NR,PER,N_GE4,TOTAL,PL	195774427 	201388786 	223948723 b	225074115 	242352766 	260651267 	269153958 	286538846 	189175169 	222507955 	279105925 	274166312 	277117671 
A,WORLD,NR,PER,N_GE4,TOTAL,PT	38869647 	52014927 	40682845 	41806037 	39740569 	46827534 	46381784 	53627068 	43935171 	49283841 	51733897 	53659503 	54027772 
A,WORLD,NR,PER,N_GE4,TOTAL,RO	47592299 	46827046 	44725572 	39836511 	40112733 	41193214 	42068270 	47249261 	26229973 	39499203 	40838658 	48079474 	51474696 
A,WORLD,NR,PER,N_GE4,TOTAL,RS	: 	: 	: 	: 	: 	: 	8352835 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOTAL,SE	: 	: 	108592311 	111055872 	124288702 	227231601 	185688878 	177381256 	113787788 	132835979 	208316979 	: 	243030983 
A,WORLD,NR,PER,N_GE4,TOTAL,SI	12605829 	12328329 	12021858 	14074780 	14916182 	13768514 	15010885 	14173982 	8342584 	14017853 	17365504 	19769412 	20757300 
A,WORLD,NR,PER,N_GE4,TOTAL,SK	30388112 	21715000 b	20378779 	26938850 	27108543 	29417186 	35536467 	41462270 	13135085 	16697666 	26505015 	34344864 	34683176 
A,WORLD,NR,PER,N_GE4,TOTAL,UK	659375030 	667618160 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_NR,AL	: 	: 	: 	: 	: 	13018098 	: 	14917907 	6126457 	: 	: 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_NR,AT	17319314 	15462995 	17566572 	17307996 	20981569 	18529187 	19769589 	20305105 	16268723 	22801276 	29492287 	38562652 	34728985 
A,WORLD,NR,PER,N_GE4,TOT_NR,BE	13285594 	23135144 	23106138 	22585218 	25580523 	26984859 b	33455221 	35488630 	24550253 	35086251 	38100795 	42323562 	45874643 
A,WORLD,NR,PER,N_GE4,TOT_NR,BG	4827454 b	5429436 	4146405 	3768773 	4349447 	5472531 	6248601 	5863908 	3614936 	2552057 	3836158 	4851415 	4444922 
A,WORLD,NR,PER,N_GE4,TOT_NR,CH	36893884 	36997737 	36148183 	39512474 	37901082 	45291964 	44473548 	42500907 	32736567 	35063074 	42004284 	: 	: 
A,WORLD,NR,PER,N_GE4,TOT_NR,CY	8199745 b	8784647 b	10189289 	7536603 	8245583 	8137492 	6759566 	6973711 	3668494 	3798481 	5397483 	6476665 	7239167 
A,WORLD,NR,PER,N_GE4,TOT_NR,CZ	44587298 	43016605 	49710804 	43038534 	48131769 	47428707 	44080856 	51663771 	44470545 	49948731 	44984817 	37857392 	37406388 
A,WORLD,NR,PER,N_GE4,TOT_NR,DE	246214384 	305047505 	266275099 	294735168 	303190808 	300952967 	323760547 	308311628 	257828253 	245778821 	310123519 	326920922 	337599109 
A,WORLD,NR,PER,N_GE4,TOT_NR,DK	28241769 	25967503 b	32659293 	34508314 	27347106 	21069780 	20146339 	29774753 	24556598 	18787511 	21407197 	18729851 	27081067 
A,WORLD,NR,PER,N_GE4,TOT_NR,EA20	1488650623 	1595960292 	1507348397 	1451925663 	1444678389 	1473469356 	1524697857 	1487197597 	1179016640 	1277776462 	1422212459 	1504990031 	1502739619 
