freq,c_dest,purpose,duration,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,FR	2339620 	2557028 	2462355 	2251857 	2042602 	2262414 	2482267 	2298030 	1233812 	1484465 	2196417 	2800026 	2866035 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,HR	346056 	407484 	298025 	278797 	258926 	268556 	308041 	318529 	128053 	117492 	194016 	304039 	247811 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,HU	1193452 	1211043 	1507403 	1829149 	1835037 	1688807 	2119505 	2154540 	805052 	830822 	1411719 	1148322 	940191 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,IE	247594 	293036 	313948 	285517 	368006 	340315 	395628 	372283 	117929 	203398 	571259 	733240 	897920 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,IT	1316974 	1126803 	1385996 b	1067622 u	1366604 u	1015766 	1849617 	2067556 	484881 u	1006791 	1361275 	1095145 	1055606 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,LT	265692 	269595 	255717 	264469 	240551 	189917 	203528 	230831 	62554 	89972 	226048 	232917 	292871 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,LU	366870 	348653 	329225 	283067 	266350 	479342 	542012 	546970 	500648 	617291 	743155 	788949 	770619 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,LV	164447 	125688 	133279 	93415 	89780 	132368 	137239 	173011 	41395 u	39920 u	111271 	138653 	147295 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	12420 u	22101 u	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,MT	20081 	29703 	7157 bu	7965 u	6420 u	9432 u	12516 u	14669 u	11265 u	19857 	18233 	20514 	34352 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,NL	783936 b	745954 	703670 	864597 	830913 	1529543 	1230664 	1035523 	355186 	589480 	1316533 	1621083 	1872575 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	428979 	849929 	666487 	752897 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,PL	1418455 	1122180 	2187184 b	2233451 	2385088 	2536878 	2582926 	2694940 	1556006 	1730421 	2434194 	2630945 	2677356 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,PT	202683 	212719 	203256 	190884 	181555 	235273 	236640 	254395 	115015 	162132 	232289 	283450 	250697 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,RO	277778 	344193 	395733 	366843 	399325 	315111 	413279 	487019 	112827 	205504 	340751 	455931 	470332 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,SE	: 	: 	901746 	856510 	778520 	5150078 	4672567 	3860801 	853698 	1193250 	3630741 	: 	3040572 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,SI	207376 	246541 	238031 	171773 	220051 	280227 	244567 	192193 	58149 u	250017 	278832 	491845 	457923 
A,EU27_2020_FOR,PER_VFR,N_GE1,NR,SK	351075 	253273 b	521770 	472908 	602925 	744896 	1014643 	1181432 	292138 	350103 	556455 	705628 	704488 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	59956 	: 	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,AT	484676 	585375 	524957 	516379 	598808 	576779 	633639 	703591 	431300 	835740 	1193604 	1310384 	1101525 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,BE	392040 	562489 	585844 	486356 	616877 	854745 b	816579 	955659 	516855 	708984 	1013513 	1003537 	1065329 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,BG	69244 b	57599 u	77645 	83478 	56247 u	115695 	101812 	121850 	28170 u	: u	58225 u	93986 	70672 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	877375 	1130792 	1553220 	: 	: 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,CY	81747 b	74043 	106881 	141496 	110681 	92252 	74413 	94477 	39116 u	49339 u	132980 	145205 	140927 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,CZ	474289 	347456 	343897 	636922 	438247 	529870 	462124 	414072 	178630 u	209443 	522550 	394498 	373151 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,DE	3844496 	4498773 	4561840 	4760293 	5434604 	4623053 	4532147 	5689045 	3980103 	4117902 	4009207 	6239572 	4818482 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,DK	407810 	482620 b	498109 	424490 	439661 	506170 	398952 	525998 	300236 	221902 	443673 	314913 	528808 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,EA20	10595917 	11415772 	11715606 	11698856 	12579500 	12350202 	13300473 	14971490 	7743144 	9956790 	12975367 	15916526 	14818080 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,EE	73272 u	64546 	63970 	51971 	54213 	56215 	58776 	59726 	24043 u	24894 u	52126 	62333 	67936 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,EL	74963 	76616 	68802 	85718 	67042 	83945 	88300 	103842 	54032 	45300 	100730 	84462 	60820 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,ES	1154424 	1058763 	1102760 	1245318 b	1140828 	1020104 	1237688 	1277240 	545153 	868597 	1163730 	1254674 	1335601 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,EU27_2020	14040057 e	14715963 e	16110818 	16299611 	17109225 	19855117 	20958378 	22069992 	10410146 	13123999 	19475844 	22605030 e	20632308 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,FI	447644 b	324754 	410431 	349505 	346155 	431512 	423199 	600938 	158475 u	226800 	487248 	410335 	421725 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,FR	1395181 	1533299 	1562574 	1485638 	1346872 	1207882 	1417787 	1331320 	707583 	866284 	1091734 	1396043 	1467340 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,HR	206587 	288520 	158508 	189610 	160018 	173102 	195564 	186038 	78645 	83852 	133124 	176822 	134901 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,HU	613559 	606778 	714907 	879565 	840257 	743467 	845353 	737930 	284083 	331411 	748187 	602672 	440422 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,IE	179727 	226525 	234857 	197165 	262177 	273739 	280079 	272435 	79642 	179176 u	451788 	538733 	710272 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,IT	761570 	708778 	966449 b	750213 u	1003801 u	803154 u	1363130 	1720901 	324898 u	863373 	1168980 	973211 	903059 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,LT	191994 	191791 	168458 	165652 	173530 	131046 	157808 	184591 	47650 	60889 	183342 	183509 	222553 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,LU	179086 	155774 	146567 	134664 	146425 	276680 	282653 	272022 	263686 	332840 	437281 	432287 	435927 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,LV	90511 	91365 	71597 u	54574 u	45959 u	73362 u	87466 	99592 u	: u	31979 u	70493 	82414 	88512 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	12118 u	21795 u	: 	: 	: 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,MT	17068 	23694 	: u	: u	5387 u	: u	10703 u	11751 u	9211 u	18394 u	12188 u	17416 	28524 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,NL	584027 b	527056 	490072 	573348 	589834 	1079910 	835086 	599415 	210028 	225585 	726846 	931726 	1146089 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	275474 	498298 	467508 	499081 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,PL	1033848 	910147 	1806638 b	1692245 	1923705 	1999937 	2053731 	2139056 	1220336 	1341550 	1794322 	2119499 	2105682 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,PT	131373 	180757 	151171 	143009 	118804 	172378 	150267 	161135 	83566 	117365 	161395 	167641 	191154 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,RO	259716 	321626 	387926 	329839 	342551 	295215 	375242 	446112 	99483 	202180 	307759 	376871 	449389 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,SE	: 	: 	566091 	554215 	489056 	3314562 	3420691 	2713483 	556065 	846812 	2625761 	: 	1846103 u
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,SI	76755 	79212 	74073 	65383 	59595 	53018 	88432 	59370 	: u	106573 	120368 	157200 	159308 
A,EU27_2020_FOR,PER_VFR,N_GE4,NR,SK	228774 	163642 bu	259584 u	296003 	297890 u	360782 	566759 	588403 	132397 u	192923 	264691 	349020 	318095 
A,EU27_2020_FOR,PROF,N1-3,NR,AT	1157263 	1297518 	1216724 	1088567 	1081643 	1077593 	807139 	1120405 	387488 	567916 	899093 	992572 	1064866 
A,EU27_2020_FOR,PROF,N1-3,NR,BE	703308 	493718 	445832 	500772 	717087 	622268 b	560228 	622996 	209609 	205170 	515291 	665427 	637740 
A,EU27_2020_FOR,PROF,N1-3,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	247026 u	: 	: 
A,EU27_2020_FOR,PROF,N1-3,NR,CY	77965 b	55556 	53281 	71208 	94435 	91078 	86581 	97785 	32199 u	: u	53754 u	84815 	96149 
A,EU27_2020_FOR,PROF,N1-3,NR,CZ	339353 	294739 	244070 	216656 	348385 	275912 	297944 	327650 	118811 u	: u	131109 u	278260 	157444 u
A,EU27_2020_FOR,PROF,N1-3,NR,DE	4862336 	3449701 	3130043 	3849558 	3632942 	4890987 	4463314 	3892222 	1458658 	1039158 u	2503911 	3113362 	3825528 
A,EU27_2020_FOR,PROF,N1-3,NR,DK	813798 	497135 b	476386 	739656 	518930 	432408 	993930 	526514 	: u	139958 u	220353 u	336177 	420253 
A,EU27_2020_FOR,PROF,N1-3,NR,EA20	12606799 	10373165 	10953760 	11194156 	11333161 	14314166 	13848738 	13599253 	5031172 	4408747 	8910361 	10849306 	12457895 
A,EU27_2020_FOR,PROF,N1-3,NR,EE	115520 	145603 	210743 	152288 	245495 	171707 	287133 	212474 	50396 u	68442 	81101 	161216 	169462 
A,EU27_2020_FOR,PROF,N1-3,NR,EL	23753 u	34637 u	17956 u	28874 u	12259 u	28885 	25692 u	35438 u	14626 u	: u	19846 u	34704 u	54552 u
A,EU27_2020_FOR,PROF,N1-3,NR,ES	737762 	591921 	583285 	577803 b	679895 	715067 	816081 	931386 	136833 	279096 	500574 	694891 	735891 
A,EU27_2020_FOR,PROF,N1-3,NR,EU27_2020	15728261 e	12322767 e	12559578 	13006512 	13129556 	17336465 	17354756 	16959476 	5954164 	5578967 	11171933 	13592123 e	15212939 
A,EU27_2020_FOR,PROF,N1-3,NR,FI	1062766 b	869948 	1020867 	880231 	1029706 	1006652 	1110681 	741691 	99344 u	116753 u	305993 	610843 	495192 
A,EU27_2020_FOR,PROF,N1-3,NR,FR	1174482 	1222821 	1162959 	1079855 	1001054 	1883736 	1534583 	1628751 	1237491 	982007 	1884368 	1594303 	2667303 
A,EU27_2020_FOR,PROF,N1-3,NR,HR	193260 	212324 	318049 	260024 	227348 	200039 	183928 	201635 	27616 u	34088 u	72791 	164476 	125802 
A,EU27_2020_FOR,PROF,N1-3,NR,HU	285919 	269795 	246199 	271611 	278020 	250820 	259555 	291024 	161809 	158282 	240334 	239228 	291833 
A,EU27_2020_FOR,PROF,N1-3,NR,IE	165212 	152140 	183241 	213226 	176733 	179927 	212426 	192967 	52062 	: u	112685 u	180908 u	281119 
A,EU27_2020_FOR,PROF,N1-3,NR,IT	754622 	564785 	793622 bu	506070 u	554328 u	519617 u	999053 	694509 u	: u	: u	242035 u	338611 u	276105 u
A,EU27_2020_FOR,PROF,N1-3,NR,LT	111627 	123599 	119085 	133281 	145874 	156354 	168496 	184263 	68386 	78949 	122687 	152066 	174270 
A,EU27_2020_FOR,PROF,N1-3,NR,LU	159995 	158992 	176418 	150574 	123233 	228346 	281772 	305795 	114989 	95161 	156885 	232389 	214079 
A,EU27_2020_FOR,PROF,N1-3,NR,LV	114722 	99381 u	80895 u	86328 u	102822 u	58620 u	80541 u	108274 u	: u	29041 u	68959 	116484 	129658 
A,EU27_2020_FOR,PROF,N1-3,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,EU27_2020_FOR,PROF,N1-3,NR,MT	19622 	19826 	21945 b	29063 	24794 	49022 	45599 	46285 	20073 u	24504 	23184 	43691 	38540 
A,EU27_2020_FOR,PROF,N1-3,NR,NL	609297 b	515178 	572983 	811734 	688580 	1407288 	1235901 	1426129 	635790 	381701 	881718 	970769 	790137 
A,EU27_2020_FOR,PROF,N1-3,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	121468 u	505386 	546941 	648133 
A,EU27_2020_FOR,PROF,N1-3,NR,PL	1313615 	516205 	275869 b	277215 	332022 	391240 	458346 	486466 	232456 	302516 	443702 	606361 	618720 
A,EU27_2020_FOR,PROF,N1-3,NR,PT	185621 	112913 	233239 	197465 	180212 	185913 	219792 	282844 	78520 	74673 	154685 	168700 	139731 
A,EU27_2020_FOR,PROF,N1-3,NR,RO	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: 	: 	: u
A,EU27_2020_FOR,PROF,N1-3,NR,SE	: 	: 	345922 u	294247 	288301 u	1645272 	1479327 	1703973 	359221 u	476649 u	1191986 u	: 	1231368 u
A,EU27_2020_FOR,PROF,N1-3,NR,SI	213563 	166034 	223099 	251936 	218375 	261945 	302350 	268916 	46715 u	96628 	135166 	241247 	235799 
A,EU27_2020_FOR,PROF,N1-3,NR,SK	164105 u	: u	: u	: u	: u	579122 u	427446 u	604487 u	: u	132969 u	175633 u	287832 	305974 
A,EU27_2020_FOR,PROF,N_GE1,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,NR,AT	1531216 	1636455 	1677727 	1446821 	1465493 	1373528 	1114652 	1548655 	562146 	853530 	1381173 	1485735 	1568507 
A,EU27_2020_FOR,PROF,N_GE1,NR,BE	1425615 	703681 	649319 	698461 	963056 	818432 b	856532 	897787 	305558 	354139 	779364 	925544 	940240 
A,EU27_2020_FOR,PROF,N_GE1,NR,BG	30582 bu	39868 u	: u	34638 u	39765 u	49042 u	43877 u	64309 u	: u	: u	56596 u	33645 u	38841 u
A,EU27_2020_FOR,PROF,N_GE1,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	135518 u	: u	312630 u	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,NR,CY	128969 b	105296 	106059 	120778 	168634 	132637 	153352 	179640 	62808 u	54801 u	87225 	166477 	171156 
A,EU27_2020_FOR,PROF,N_GE1,NR,CZ	484794 	384461 	348249 	369952 	438896 	434932 	462955 	426230 	162560 u	149655 u	214442 u	360557 	262251 
A,EU27_2020_FOR,PROF,N_GE1,NR,DE	7687587 	5495706 	5351970 	5301115 	5937286 	7005092 	7073883 	6228694 	2412288 	2529169 	4504119 	5335734 	5935566 
A,EU27_2020_FOR,PROF,N_GE1,NR,DK	998368 	695129 b	606360 	1009284 	726919 	650758 	1256356 	858185 	: u	211733 u	515663 	565903 	628029 
A,EU27_2020_FOR,PROF,N_GE1,NR,EA20	19409854 	15302135 	16592434 	15666750 	16924754 	19888994 	20346131 	20198665 	7496537 	7740490 	14607874 	16765707 	18834455 
A,EU27_2020_FOR,PROF,N_GE1,NR,EE	176874 	210235 	318001 	254641 	343874 	255087 	375785 	321243 	124651 	112677 	136645 	247065 	267897 
A,EU27_2020_FOR,PROF,N_GE1,NR,EL	46626 	93562 	44605 	64372 	46558 	68806 	55493 	101832 	32769 u	30285 u	59738 	70613 	81556 
A,EU27_2020_FOR,PROF,N_GE1,NR,ES	1235906 	956499 	1017857 	888975 b	965697 	979996 	1226410 	1332487 	275433 	464412 	784577 	1067735 	1134794 
A,EU27_2020_FOR,PROF,N_GE1,NR,EU27_2020	23923299 e	18457896 e	18921418 	18375031 	19602202 	24363383 	25406214 	25042374 	9127088 	9904303 	18668161 	21273942 e	23292191 
A,EU27_2020_FOR,PROF,N_GE1,NR,FI	1398608 b	1118694 	1267316 	1165213 	1387949 	1305244 	1486084 	1468247 	273445 	189722 u	775042 	916943 	775067 
A,EU27_2020_FOR,PROF,N_GE1,NR,FR	1718841 	1721484 	1815305 	1542510 	1526736 	2514788 	2090362 	2145401 	1465727 	1242142 	2455680 	1956345 	3421405 
A,EU27_2020_FOR,PROF,N_GE1,NR,HR	310537 	373727 	514248 	348753 	328405 	309092 	354377 	305723 	48941 u	70105 u	158296 	277006 	180307 
A,EU27_2020_FOR,PROF,N_GE1,NR,HU	371270 	328171 	320128 	333822 	359186 	320826 	322481 	373047 	238357 	244348 	441112 	456709 	623417 
A,EU27_2020_FOR,PROF,N_GE1,NR,IE	235391 	194789 	269843 	249496 	294520 	262344 	296680 	289340 	70376 	51075 u	159208 u	332661 	381497 
A,EU27_2020_FOR,PROF,N_GE1,NR,IT	1245611 	750237 	1097002 b	915434 	906796 u	1013650 	1422217 	1121269 	255412 u	397299 u	583288 	722455 	624809 
A,EU27_2020_FOR,PROF,N_GE1,NR,LT	203935 	215901 	214182 	227076 	262011 	305545 	318657 	351594 	135491 	166312 	330243 	355276 	412963 
A,EU27_2020_FOR,PROF,N_GE1,NR,LU	207556 	199231 	218851 	185893 	143336 	303800 	354071 	384033 	182117 	150916 	243958 	336602 	315435 
A,EU27_2020_FOR,PROF,N_GE1,NR,LV	192052 	173172 	115070 	115839 	156485 	106462 	124151 	184542 	37829 u	64025 u	114380 	185323 	202120 
A,EU27_2020_FOR,PROF,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE1,NR,MT	35021 	37622 	38608 b	51876 	38899 	77927 	75877 	76815 	37319 	40745 	43718 	80173 	62761 
A,EU27_2020_FOR,PROF,N_GE1,NR,NL	779331 b	685802 	757553 	1004731 	887416 	1776687 	1566021 	1734597 	830235 	505319 	1199460 	1281927 	1313099 
A,EU27_2020_FOR,PROF,N_GE1,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	281978 	828936 	790330 	958882 
A,EU27_2020_FOR,PROF,N_GE1,NR,PL	2167151 	1251029 	582326 b	620712 	695312 	848290 	931699 	956382 	604778 	751171 	1058602 	1219920 	1258673 
A,EU27_2020_FOR,PROF,N_GE1,NR,PT	268751 	229083 	323190 	315171 	278337 	290648 	381733 	452616 	133371 	134188 	288218 	301110 	283435 
A,EU27_2020_FOR,PROF,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE1,NR,SE	: 	: 	445020 	335434 	412858 	2162977 	2039558 	2156834 	537598 	789610 	1763666 	: 	1634592 
A,EU27_2020_FOR,PROF,N_GE1,NR,SI	310161 	223337 	282681 	328779 	311092 	351149 	412113 	348538 	69492 u	165328 	254541 	339122 	325172 
A,EU27_2020_FOR,PROF,N_GE1,NR,SK	271266 u	: u	: u	440813 u	: u	638079 u	607685 	725614 u	: u	164300 u	269001 u	381859 	436668 
A,EU27_2020_FOR,PROF,N_GE4,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE4,NR,AT	373954 	338938 	461003 	358254 	383850 	295936 	307513 	428249 	174658 	285614 	482079 	493163 	503641 
A,EU27_2020_FOR,PROF,N_GE4,NR,BE	722307 	209963 	203487 	197689 	245968 	196164 b	296303 	274791 	95949 	148969 	264073 	260117 	302501 
A,EU27_2020_FOR,PROF,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 
A,EU27_2020_FOR,PROF,N_GE4,NR,CY	51004 b	49740 	52777 	49571 	74199 	41558 u	66771 u	81855 	: u	: u	33471 u	81662 	75007 
A,EU27_2020_FOR,PROF,N_GE4,NR,CZ	145441 u	89722 u	104178 u	153296 u	90511 u	159019 u	165011 u	98580 u	: u	: u	: u	82297 u	104807 u
A,EU27_2020_FOR,PROF,N_GE4,NR,DE	2825251 	2046005 	2221926 	1451557 	2304344 	2114105 	2610569 	2336471 	953630 u	1490011 u	2000208 	2222372 	2110038 
A,EU27_2020_FOR,PROF,N_GE4,NR,DK	184570 	197994 bu	129974 u	269629 	207990 	218349 	262426 	331671 	: u	: u	295311 	229726 	207777 u
A,EU27_2020_FOR,PROF,N_GE4,NR,EA20	6803055 	4928971 	5638673 	4472594 	5591593 	5574828 	6497393 	6599412 	2465365 	3331743 	5697514 	5916401 	6376560 
A,EU27_2020_FOR,PROF,N_GE4,NR,EE	61354 u	64632 	107258 	102353 	98379 	83380 	88652 	108769 	74255 	44235 u	55544 	85849 	98435 
A,EU27_2020_FOR,PROF,N_GE4,NR,EL	22874 u	58925 	26648 u	35498 	34299 	39920 	29800 u	66393 	18143 u	: u	39892 	35909 u	27005 u
A,EU27_2020_FOR,PROF,N_GE4,NR,ES	498145 	364577 	434572 	311172 b	285803 	264929 	410328 	401101 	138600 u	185316 	284003 	372844 	398903 
A,EU27_2020_FOR,PROF,N_GE4,NR,EU27_2020	8195038 e	6135129 e	6361840 	5368519 	6472646 	7026918 	8051458 	8082898 	3172924 	4325336 	7496228 	7681819 e	8079252 
A,EU27_2020_FOR,PROF,N_GE4,NR,FI	335842 b	248746 	246449 	284982 	358243 	298592 	375403 	726556 	174102 	: u	469049 	306100 	279875 
A,EU27_2020_FOR,PROF,N_GE4,NR,FR	544358 	498663 	652346 	462655 	525682 	631052 	555778 	516650 	228236 u	260134 u	571313 	362042 u	754102 
A,EU27_2020_FOR,PROF,N_GE4,NR,HR	117277 	161403 	196198 	88729 u	101057 	109053 	170449 	104088 	: u	36017 u	85505 	112530 	54505 u
A,EU27_2020_FOR,PROF,N_GE4,NR,HU	85351 	58376 	73929 	62211 	81166 	70006 	62926 	82023 	76548 	86066 	200778 	217481 	331584 
A,EU27_2020_FOR,PROF,N_GE4,NR,IE	70179 	42648 u	86603 	36270 u	117787 	82417 	84254 	96372 	18314 u	: u	: u	151753 u	100378 u
A,EU27_2020_FOR,PROF,N_GE4,NR,IT	490989 u	185453 u	303380 bu	409364 u	: u	494034 u	423163 u	426759 u	: u	257389 u	341253 u	383845 u	348704 u
A,EU27_2020_FOR,PROF,N_GE4,NR,LT	92308 	92302 	95098 	93795 	116136 	149191 	150161 	167331 	67105 	87363 	207556 	203210 	238694 
A,EU27_2020_FOR,PROF,N_GE4,NR,LU	47561 	40239 	42433 	35319 	20103 	75455 	72299 	78238 	67128 	55755 	87073 	104213 	101356 
A,EU27_2020_FOR,PROF,N_GE4,NR,LV	77330 u	73791 u	: u	: u	53663 u	47842 u	43610 u	76268 u	: u	34984 u	45421 u	68839 u	72462 
A,EU27_2020_FOR,PROF,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 
A,EU27_2020_FOR,PROF,N_GE4,NR,MT	15399 	17797 	16663 bu	22812 	14105 	28904 	30278 	30530 	17246 u	16241 u	20534 	36482 	24220 
A,EU27_2020_FOR,PROF,N_GE4,NR,NL	170034 bu	170624 	184569 	192996 	198836 	369399 	330119 	308468 	194445 u	123618 	317742 	311158 	522962 
A,EU27_2020_FOR,PROF,N_GE4,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	160509 u	323550 	243389 	310749 
A,EU27_2020_FOR,PROF,N_GE4,NR,PL	853536 	734824 	306457 b	343496 	363290 	457050 	473353 	469916 	372322 	448655 	614900 	613559 	639953 
A,EU27_2020_FOR,PROF,N_GE4,NR,PT	83130 	116170 	89950 	117706 	98125 	104735 	161941 	169772 	54850 	59515 	133533 	132410 	143704 
A,EU27_2020_FOR,PROF,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,EU27_2020_FOR,PROF,N_GE4,NR,SE	: 	: 	: u	: u	: u	517705 	560231 	452862 	: u	312962 u	571680 u	: 	: u
A,EU27_2020_FOR,PROF,N_GE4,NR,SI	96599 	57303 	59582 	76843 	92717 	89204 	109762 	79622 u	: u	68700 	119375 	97875 	89373 
A,EU27_2020_FOR,PROF,N_GE4,NR,SK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	94027 u	130695 u
A,EU27_2020_FOR,TOTAL,N1-3,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	31962 	: 	: 	: 	: 
A,EU27_2020_FOR,TOTAL,N1-3,NR,AT	3763959 	3782557 	3810880 	3640999 	4023831 	4031906 	3796065 	4201372 	1623500 	2465248 	5001604 	5668115 	5548463 
A,EU27_2020_FOR,TOTAL,N1-3,NR,BE	2643508 	2860053 	3052414 	3315492 	4212998 	3821588 b	3937110 	4158669 	1600472 	1885744 	3768591 	4344017 	4079154 
A,EU27_2020_FOR,TOTAL,N1-3,NR,BG	81724 b	132488 	98399 	82241 	107109 	136596 	169867 	208008 	44032 u	32958 u	136165 	211736 	321773 
A,EU27_2020_FOR,TOTAL,N1-3,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	1608619 	1354631 	2932426 	: 	: 
A,EU27_2020_FOR,TOTAL,N1-3,NR,CY	193907 b	174716 	170338 	202337 	249268 	286752 	290623 	336931 	104107 	76025 	270062 	358424 	386971 
A,EU27_2020_FOR,TOTAL,N1-3,NR,CZ	1376997 	1387504 	1364466 	1427289 	1597107 	1585609 	2017468 	1938272 	694355 	574492 	1432824 	1979605 	1587925 
A,EU27_2020_FOR,TOTAL,N1-3,NR,DE	16191889 	15708058 	14775489 	16456694 	17839920 	17597397 	20504985 	18759927 	7819329 	9537058 	15476000 	17410145 	21943064 
A,EU27_2020_FOR,TOTAL,N1-3,NR,DK	2155411 	2554528 b	2651228 	2988888 	2615181 	2126505 	1787751 	2896600 	756246 	903859 	1364177 	1632095 	2643584 
A,EU27_2020_FOR,TOTAL,N1-3,NR,EA20	47180895 	44777802 	46382169 	48294810 	50868872 	55352631 	59884830 	58677666 	21946155 	26193421 	50593230 	60281692 	66625420 
A,EU27_2020_FOR,TOTAL,N1-3,NR,EE	496802 	462613 	621118 	460710 	559003 	526694 	801466 	596964 	192289 	177990 	409495 	569516 	535896 
A,EU27_2020_FOR,TOTAL,N1-3,NR,EL	55344 	71710 	77254 	79408 	72478 	107733 	120401 	128586 	39520 	54113 	107359 	120139 	205376 
A,EU27_2020_FOR,TOTAL,N1-3,NR,ES	2664882 	2181592 	2417682 	2799277 b	2991593 	3423377 	3869179 	4626086 	1197247 	1542008 	3261986 	3774710 	4688228 
A,EU27_2020_FOR,TOTAL,N1-3,NR,EU27_2020	57872050 e	55224351 e	56983454 	59717330 	62551902 	69492608 	73849609 	74205543 	27026347 	31544924 	61540674 	72870853 e	80427194 
A,EU27_2020_FOR,TOTAL,N1-3,NR,FI	4286714 b	4103464 	4093649 	4082782 	4262395 	4353951 	3942302 	2775117 	727169 	693383 	1582915 	2867427 	2762103 
